commodity_name,factor_id
"Coal, Australia",F21
"Liquefied natural gas, Japan",F24
"Crude oil, WTI",F11
Phosphate rock,F12
"Coal, South Africa",F19
"Natural gas, U.S.",F17
"Crude oil, WTI",F20
"Crude oil, average",F04
"Crude oil, Dubai",F20
"Urea, E. Europe",F21
"Tea, average",F20
"Wheat, U.S., SRW",F19
Tin,F20
"Crude oil, Brent",F02
"Rice, Thailand 25%",F02
"Natural gas, Index",F19
"Logs, Africa",F02
"Crude oil, Brent",F21
"Rice, Thailand 25%",F21
Chicken,F02
"Sawnwood, Africa",F12
"Rice, Thailand A1",F19
"Logs, Africa",F21
Palmkernel oil,F02
Chicken,F21
"Wheat, U.S., HRW",F02
"Sawnwood, S.E. Asia",F20
Palmkernel oil,F21
"Crude oil, average",F24
"Sugar, EU",F02
"Wheat, U.S., HRW",F21
"Liquefied natural gas, Japan",F17
"Sugar, EU",F21
"Tea, Kolkata",F16
"Crude oil, Dubai",F19
Shrimp,F02
Nickel,F12
"Natural gas, U.S.",F19
Platinum,F19
"Tea, Colombo",F20
Silver,F02
"Urea, E. Europe",F04
Oranges,F20
Iron ore,F20
Soybean oil,F17
Cocoa,F20
Zinc,F20
"Logs, S.E. Asia",F02
"Crude oil, Brent",F04
Plywood,F02
"Crude oil, average",F11
Groundnut oil,F17
"Crude oil, WTI",F12
Sorghum,F19
"Crude oil, average",F20
"Logs, S.E. Asia",F21
Plywood,F21
"Coal, Australia",F24
"Rice, Thailand 5%",F02
"Liquefied natural gas, Japan",F19
"Rubber, TSR20",F02
Copper,F12
"Rice, Thailand 5%",F21
"Rubber, TSR20",F21
Palm oil,F17
"Crude oil, Brent",F24
"Coal, Australia",F17
"Coffee, Robusta",F20
Gold,F02
Groundnuts,F02
Aluminum,F02
Potassium chloride,F02
Oranges,F12
Groundnuts,F21
Aluminum,F21
Iron ore,F12
"Crude oil, Brent",F11
"Crude oil, Brent",F20
Plywood,F12
"Logs, Africa",F20
Palmkernel oil,F17
"Sugar, World",F02
"Crude oil, average",F12
"Sugar, World",F21
"Sugar, U.S.",F02
"Coffee, Arabica",F16
"Sugar, U.S.",F21
"Crude oil, WTI",F19
Shrimp,F20
Soybeans,F17
Potassium chloride,F04
"Rice, Vietnam 5%",F02
"Rice, Vietnam 5%",F21
"Logs, S.E. Asia",F20
"Urea, E. Europe",F12
Plywood,F20
"Natural gas, Europe",F02
"Tea, Mombasa",F16
"Coal, South Africa",F02
"Natural gas, Europe",F21
"Coal, South Africa",F21
Coconut oil,F17
"Crude oil, Brent",F12
"Wheat, U.S., SRW",F02
"Logs, Africa",F12
"Natural gas, Index",F02
"Wheat, U.S., SRW",F21
DAP,F02
"Natural gas, Index",F21
DAP,F21
Barley,F02
"Sugar, EU",F12
Barley,F21
"Coffee, Arabica",F02
Maize,F02
TSP,F02
Cocoa,F16
Groundnuts,F17
Maize,F21
TSP,F21
"Tea, Kolkata",F02
"Crude oil, average",F19
Shrimp,F12
Platinum,F02
"Natural gas, Europe",F04
"Tea, Mombasa",F02
"Logs, S.E. Asia",F12
"Natural gas, Index",F04
"Sawnwood, S.E. Asia",F02
Sorghum,F02
DAP,F04
"Sawnwood, S.E. Asia",F21
"Bananas, U.S.",F02
Sorghum,F21
"Natural gas, Europe",F24
"Coal, South Africa",F24
Barley,F04
"Coal, Australia",F19
