commodity_name,factor_id
"Urea, E. Europe",F08
"Wheat, U.S., HRW",F17
"Wheat, U.S., HRW",F12
"Wheat, U.S., HRW",F21
"Wheat, U.S., HRW",F08
"Wheat, U.S., HRW",F15
"Wheat, U.S., HRW",F20
"Wheat, U.S., HRW",F19
"Wheat, U.S., HRW",F16
"Wheat, U.S., HRW",F13
"Wheat, U.S., HRW",F02
Lead,F08
Lead,F02
Lead,F04
Lead,F21
Lead,F20
Lead,F19
Lead,F12
Barley,F21
Barley,F12
Barley,F08
Barley,F20
Barley,F02
Barley,F19
Maize,F17
Maize,F12
Maize,F02
Maize,F21
Maize,F08
Copper,F08
Copper,F02
Copper,F21
Copper,F03
Copper,F04
Copper,F12
Copper,F20
Fish meal,F21
Fish meal,F16
Fish meal,F20
Iron ore,F08
Iron ore,F03
Iron ore,F20
Iron ore,F02
Iron ore,F12
Iron ore,F21
Iron ore,F19
Iron ore,F04
DAP,F02
DAP,F12
DAP,F08
DAP,F04
DAP,F06
DAP,F20
DAP,F19
Palmkernel oil,F21
Palmkernel oil,F16
Groundnuts,F21
Nickel,F17
Nickel,F08
Nickel,F20
Nickel,F04
Nickel,F02
Nickel,F21
Nickel,F19
Nickel,F12
Platinum,F17
Platinum,F20
Platinum,F19
Platinum,F04
Platinum,F21
Platinum,F12
Platinum,F02
Groundnut oil,F21
Phosphate rock,F02
Phosphate rock,F08
Phosphate rock,F19
Phosphate rock,F12
Phosphate rock,F20
Phosphate rock,F04
Tin,F03
Tin,F02
Tin,F21
Tin,F20
"Rice, Vietnam 5%",F08
"Rice, Vietnam 5%",F02
"Rice, Vietnam 5%",F21
Aluminum,F08
Aluminum,F02
Aluminum,F07
Aluminum,F20
Aluminum,F21
Aluminum,F04
Zinc,F08
Zinc,F21
Zinc,F07
Zinc,F02
Zinc,F20
Zinc,F04
"Crude oil, Dubai",F20
"Crude oil, Dubai",F04
"Crude oil, Dubai",F19
"Crude oil, Dubai",F18
"Crude oil, Dubai",F02
"Crude oil, Dubai",F21
"Rice, Thailand 25%",F02
"Rice, Thailand 25%",F21
"Rice, Thailand 5%",F21
"Rice, Thailand 5%",F02
"Natural gas, Europe",F08
"Natural gas, Europe",F20
"Natural gas, Europe",F04
"Natural gas, Europe",F12
"Natural gas, Europe",F02
"Liquefied natural gas, Japan",F04
"Liquefied natural gas, Japan",F03
"Liquefied natural gas, Japan",F08
Plywood,F08
Plywood,F04
