commodity_name,factor_id
"Rice, Thailand 25%",F20
"Rice, Thailand 25%",F21
"Rice, Thailand 5%",F02
"Rice, Thailand 5%",F20
"Natural gas, Europe",F08
"Natural gas, Europe",F20
"Natural gas, Europe",F04
"Natural gas, Europe",F12
"Natural gas, Europe",F02
"Natural gas, Europe",F06
"Natural gas, Europe",F19
Sorghum,F22
Sorghum,F21
Sorghum,F08
"Liquefied natural gas, Japan",F04
"Liquefied natural gas, Japan",F03
"Liquefied natural gas, Japan",F08
"Liquefied natural gas, Japan",F20
Plywood,F08
Plywood,F04
Plywood,F20
"Coal, Australia",F08
"Rice, Thailand A1",F02
